55242 91467
17522 17718 105
17523 17524 154
17524 17525 200
17531 54272 46
17532 46634 127
17533 49867 174
17534 17776 118
17536 46532 28
17536 55027 75
17536 55028 76
17538 50301 60
17539 17759 104
17540 17655 58
17540 55020 77
17541 46407 27
17541 17614 45
17541 45900 87
17542 47838 93
17543 17936 45
17545 17640 208
17546 17547 80
17546 17585 225
17546 17689 207
17547 17586 225
17547 17690 199
17548 17549 84
17548 17555 183
17548 17556 226
17551 50324 49
17551 17613 92
17554 17555 162
17554 17744 94
17555 17691 85
17556 55070 78
17558 49527 61
17561 46754 24
17561 46753 19
17562 45364 179
17563 17564 79
17565 17566 79
17565 17596 95
17566 17597 132
17567 17622 49
17568 45853 142
17568 45856 143
17568 17569 99
17569 17570 90
17569 17607 197
17571 17608 205
17573 44753 142
17574 17575 76
17574 44753 70
17574 17577 454
17575 17576 105
17576 17577 69
17578 17794 85
17579 17869 84
17579 17580 171
17580 17874 84
17581 50440 40
17581 47750 188
17583 17889 79
17584 17906 82
17585 17586 83
17586 55069 75
17587 50439 10
17587 17941 90
17587 50437 61
17588 17850 11
17589 17770 110
17590 17591 46
17591 50429 55
17592 41048 24
17592 44239 56
17592 44240 49
17592 44241 47
17593 17595 48
17593 44625 367
17593 44239 100
17594 44241 146
17594 42789 455
17594 41048 191
17595 41048 154
17595 44624 374
17596 17597 87
17598 17670 870
17598 42800 105
17598 42794 101
17599 17600 263
17601 17602 143
17601 17730 86
17602 17731 80
17603 48579 213
17603 47574 86
17604 48581 99
17604 17605 37
17604 48580 95
17606 45897 7
17606 45855 6
17606 45856 6
17607 45897 77
17609 45869 101
17610 17824 82
17610 45860 99
17611 46426 62
17611 51491 78
17612 17685 82
17613 17686 76
17614 41220 84
17614 46407 41
17616 17701 83
17617 17618 81
17617 17855 107
17618 17914 119
17618 17915 249
17619 17864 75
17621 17622 71
17623 17699 124
17624 50084 34
17626 17627 128
17627 17628 133
17629 17707 96
17630 17635 78
17632 17633 78
17634 17635 82
17636 17637 42
17639 17640 131
17641 44672 11
17641 17642 239
17641 44704 98
17642 44667 10
17642 17643 162
17643 44668 9
17643 54328 359
17644 44680 11
17644 42839 151
17644 44679 12
17644 54328 415
17646 42821 60
17646 55077 78
17648 17662 81
17649 45357 56
17649 45358 14
17651 17807 99
17652 17955 108
17656 17863 92
17656 17657 107
17657 17842 91
17659 46751 27
17659 46752 7
17659 46741 107
17660 46753 113
17661 46774 182
17662 45365 307
17662 46775 118
17665 17666 159
17667 17668 123
17670 17677 27
17670 17671 45
17671 17677 52
17672 47730 66
17673 17951 118
17673 47730 77
17673 17952 166
17674 17684 294
17675 17715 185
17678 17679 40
17678 50172 62
17679 17680 55
17680 50110 63
17681 17880 78
17681 46956 53
17682 17857 77
17682 17856 76
17686 45908 35
17687 17862 129
17689 17742 131
17689 17690 79
17690 17743 138
17691 17744 176
17692 17745 224
17692 54249 78
17694 17865 76
17695 44721 49
17696 52320 132
17708 17847 70
17709 54651 55
17709 46699 60
17710 17867 63
17711 17778 110
17713 50245 10
17714 17715 147
17716 43367 68
17717 17718 117
17720 42740 15
17720 48108 388
17720 42741 180
17721 42740 52
17721 42734 250
17721 17722 66
17722 17738 117
17723 17739 140
17724 17740 136
17724 17725 89
17725 17741 118
17725 50072 25
17728 54667 29
17732 17733 129
17735 48107 54
17736 51611 172
17740 17741 75
17742 17743 79
17745 17746 123
17747 44877 138
17748 17841 72
17750 46434 88
17751 17772 68
17752 17753 74
17753 17957 33
17754 17765 76
17754 17755 146
17755 17877 76
17756 17900 73
17760 43444 24
17760 54653 26
17761 46389 106
17761 44868 245
17762 47980 197
17763 53388 15
17763 47598 13
17763 52334 47
17763 53389 63
17765 17877 146
17766 17878 147
17767 17879 147
17769 53566 203
17775 17918 76
17775 45078 23
17781 51939 100
17781 54665 90
17782 42787 124
17783 44761 286
17784 44761 152
17785 17917 77
17785 17813 42
17786 17919 43
17791 17792 85
17795 48635 86
17795 46612 130
17796 17888 245
17798 17843 181
17801 17932 76
17804 47401 23
17805 52152 196
17807 54710 12
17808 45377 222
17810 45103 153
17813 17814 76
17814 17961 112
17815 17816 135
17816 44605 14
17817 17860 79
17821 17942 74
17823 17873 84
17827 17828 128
17828 17883 100
17831 50306 47
17834 17835 179
17835 50427 25
17836 17837 169
17839 50145 88
17842 17863 106
17843 51666 14
17843 50632 53
17845 50324 18
17846 45146 33
17851 50779 74
17851 50776 19
17851 53677 179
17851 50778 122
17852 17853 171
17853 51940 172
17854 48239 119
17856 44760 86
17859 48698 54
17866 55051 71
17866 43484 105
17866 17867 195
17867 17868 44
17869 17874 170
17870 50241 255
17870 51983 162
17871 17872 123
17875 51610 218
17882 49636 45
17882 55042 296
17882 46399 49
17882 47817 99
17883 49631 71
17884 17944 115
17885 17947 115
17886 47461 102
17887 17888 261
17891 46595 126
17891 54657 13
17892 17893 154
17892 46563 82
17893 46562 81
17893 48450 149
17894 46534 34
17894 46524 72
17896 17908 257
17897 17907 260
17898 17903 78
17899 17919 192
17900 17954 91
17911 46375 47
17912 17913 104
17915 51967 65
17920 45066 84
17920 44308 464
17920 41231 357
17921 55075 58
17923 53574 233
17924 42744 203
17924 42746 303
17925 54877 26
17925 42745 390
17925 48238 207
17926 42929 272
17938 43487 135
17941 50438 57
17943 53839 210
17944 17947 34
17944 54237 91
17945 47599 114
17948 48614 54
17950 17951 42
17951 42805 80
17953 43077 81
17956 50292 9
17956 50290 132
17962 17963 152
17962 48192 169
17962 19939 76
17962 19938 76
17963 23312 76
17963 23313 76
17963 46911 147
17964 30999 71
17964 17965 76
17964 49990 173
17964 31073 79
17965 48195 80
17965 17966 76
17965 21818 148
17966 21819 146
17966 33370 82
17966 17967 76
17967 21820 141
17967 17968 78
17967 28732 92
17968 17969 77
17968 23241 126
17968 21821 120
17969 17970 76
17969 21822 108
17969 30003 151
17970 30348 171
17970 17971 76
17970 21823 101
17971 17972 79
17971 21824 109
17971 22602 176
17972 33288 179
17972 17973 79
17972 21825 118
17973 19273 128
17973 53174 79
17973 19272 100
17974 50849 9
17974 53174 86
17974 21827 149
17974 31622 106
17975 51343 79
17975 20843 180
17975 17976 80
17975 51357 7
17976 47180 293
17976 51356 79
17976 17977 80
17976 28172 180
17976 51357 80
17977 30288 171
17977 17978 79
17977 51356 6
17978 51355 7
17978 32965 166
17978 48207 75
17979 51353 8
17979 48207 78
17979 17980 79
17979 29863 175
17980 19834 184
17980 48205 76
17980 51352 9
17981 48205 86
17981 28741 202
17981 17982 78
17981 51350 9
17982 51349 9
17982 17983 82
17982 30049 210
17983 51348 7
17983 24103 218
17983 17984 81
17984 51347 7
17984 17985 79
17984 33174 223
17985 31596 228
17985 17986 78
17985 51346 7
17986 51345 7
17986 17987 80
17986 32575 232
17987 17988 80
17987 31277 242
17987 47192 234
17987 51345 81
17988 17989 79
17988 23060 246
17988 47193 235
17989 17990 78
17989 47194 234
17989 33021 249
17990 17991 79
17990 30642 251
17990 48209 235
17991 17992 79
17991 47195 243
17991 18331 252
17992 25159 255
17992 17993 68
17992 47196 254
17993 17994 70
17993 47197 261
17993 33278 256
17994 19137 257
17994 47198 268
17995 50031 475
17995 33098 147
17995 33097 227
17996 50031 11
17996 17997 79
17996 32153 249
17996 25120 194
17997 17998 71
17997 25121 203
17997 29538 252
17998 17999 50
17998 31623 44
17999 31623 44
17999 18000 183
18000 18125 237
18000 18001 168
18001 21829 132
18001 33211 304
18002 52609 25
18002 24501 70
18002 18003 211
18003 27441 63
18003 27442 65
18004 18005 80
18004 31522 142
18004 27018 155
18005 18006 77
18005 24576 236
18005 32988 171
18006 24577 170
18006 18007 75
18006 24576 205
18007 25146 161
18007 18008 75
18007 25147 113
18008 46826 123
18008 31561 97
18009 51143 11
18009 49103 155
18009 29357 77
18010 51242 24
18010 51241 29
18010 50835 181
18011 18013 269
18011 51180 93
18011 51241 53
18012 21813 47
18012 42629 292
18012 31550 75
18013 50126 12
18013 47700 49
18013 50128 154
18014 50126 259
18014 53040 141
18014 51186 117
18015 41738 159
18015 26683 104
18015 30998 75
18016 41647 34
18016 18017 116
18016 18395 79
18016 41646 43
18017 31989 158
18017 48161 85
18017 25599 239
18018 20059 81
18018 21800 159
18018 50677 18
18018 53441 85
18019 50677 11
18019 28631 80
18019 18020 172
18019 28632 79
18020 31003 79
18020 32801 79
18020 18021 205
18021 31004 79
18021 33308 79
18021 18022 203
18022 33231 79
18022 18023 216
18022 31005 78
18023 48190 29
18023 33008 96
18024 18025 69
18024 28943 89
18024 29720 88
18025 29721 101
18025 31002 86
18026 18027 116
18027 18028 155
18027 27108 76
18027 31486 76
18028 31718 76
18028 18029 77
18028 27109 76
18029 18030 143
18029 27300 77
18030 32252 75
18030 27174 47
18031 23988 73
18031 47249 114
18031 23987 83
18032 25479 54
18032 18033 77
18032 46952 148
18033 18034 75
18033 32129 173
18033 27114 74
18034 18035 77
18034 27115 95
18034 32196 173
18035 18036 90
18035 28331 173
18035 27133 108
18036 18037 89
18036 47500 33
18036 27134 120
18036 47501 33
18037 18038 79
18037 21366 146
18037 21365 155
18038 27135 158
18038 18039 79
18038 26665 143
18039 18040 82
18039 26666 143
18039 27136 158
18040 18041 82
18040 26667 143
18040 27137 158
18041 18042 77
18041 22861 158
18041 22862 246
18042 18043 81
18042 31257 264
18042 27138 158
18043 18044 79
18043 25394 158
18043 25395 280
18044 27548 136
18044 18045 81
18044 33205 122
18045 18046 79
18045 18059 136
18045 18058 122
18046 18047 80
18046 26626 122
18046 26627 136
18047 51881 19
18047 32125 36
18047 32654 121
18048 51881 15
18048 32124 78
18048 18049 165
18049 32241 79
18049 26669 78
18049 18050 159
18050 26670 77
18050 32427 79
18050 18051 138
18051 26671 74
18051 48440 15
18051 26672 115
18051 48946 160
18052 27140 221
18052 21139 212
18052 21138 411
18053 18371 80
18053 18054 45
18053 18370 103
18055 27170 70
18055 32067 72
18055 47250 91
18056 18057 317
18056 26625 74
18056 26863 79
18057 24769 79
18057 18058 194
18057 24768 78
18058 26626 79
18058 33205 80
18059 18060 175
18059 26627 79
18059 27548 81
18060 18061 25
18060 33086 85
18060 32126 32
18061 32242 197
18061 32126 44
18061 18062 80
18061 33086 95
18062 30919 197
18062 30918 89
18062 18063 79
18063 26622 115
18063 30324 85
18063 18064 82
18064 18065 76
18064 26623 115
18065 26624 115
18065 49063 112
18066 21785 124
18066 49063 10
18066 21784 96
18067 26648 82
18067 25360 82
18067 18068 102
18068 26649 79
18068 25361 78
18068 18069 207
18069 26650 79
18069 25362 79
18069 18070 201
18070 25869 79
18070 25363 78
18070 18071 196
18071 26651 79
18071 25364 78
18071 18072 187
18072 26652 78
18072 25366 79
18072 18073 207
18073 26653 79
18073 25367 78
18073 52903 195
18074 25044 78
18074 18075 212
18074 25045 20
18075 18076 153
18075 20540 79
18075 20541 87
18076 45451 15
18076 30131 109
18077 18078 76
18077 25841 61
18077 18091 15
18078 18079 87
18078 28999 91
18078 25376 91
18079 28248 90
18079 25377 91
18080 18869 79
18080 18868 121
18080 18081 95
18081 18082 69
18081 24630 122
18082 18083 79
18082 25384 122
18083 18084 80
18083 26609 78
18083 25385 123
18084 18085 75
18084 22890 200
18085 18086 116
18085 25403 134
18086 18087 77
18086 26610 78
18086 25404 137
18087 18088 61
18087 22884 189
18088 48337 12
18088 25371 115
18088 52094 77
18089 25373 75
18089 18090 112
18089 28889 76
18090 18091 152
18090 28995 76
18090 25374 76
18091 25375 75
18092 20216 34
18092 18093 122
18092 49708 58
18093 18094 228
18093 26611 76
18093 49707 51
18094 18095 132
18094 23476 75
18094 48979 56
18095 48944 40
18095 26612 94
18096 18097 75
18096 26637 97
18096 18123 35
18096 25405 76
18097 18098 72
18097 26638 98
18098 23463 103
18098 23462 76
18098 18099 233
18099 18100 12
18099 26641 118
18100 18101 64
18100 25406 75
18101 18102 82
18101 26642 124
18102 31303 78
18102 31302 157
18103 18104 46
18104 46455 41
18104 25122 253
18104 25121 239
18105 28996 67
18105 18196 78
18105 46454 39
18105 50037 191
18106 49291 10
18106 50037 23
18106 49173 40
18106 28997 80
18107 25370 49
18107 18108 143
18107 26618 55
18108 25389 78
18108 18109 127
18108 26619 76
18109 25397 78
18109 50917 151
18109 26620 73
18110 48339 103
18110 26621 105
18110 25372 100
18111 30139 114
18111 18112 202
18111 45450 38
18112 25400 79
18112 31411 118
18113 18114 54
18114 18115 173
18114 21907 77
18114 21906 79
18115 26616 79
18115 18118 42
18116 18117 119
18117 20979 79
18117 52695 142
18117 52864 78
18118 25390 36
18118 18119 77
18119 21538 144
18119 21537 57
18119 18120 27
18120 18121 76
18120 26635 135
18120 21537 46
18121 18122 76
18121 18326 136
18121 18325 74
18122 18123 79
18122 26636 136
18122 52957 140
18123 52959 125
18124 18125 125
18124 33211 184
18124 22879 92
18125 31623 160
18126 18616 77
18126 18606 377
18126 18553 223
18126 19696 80
18127 47734 224
18128 24919 82
18128 54463 19
18128 18129 176
18129 24919 240
18129 53529 46
18130 18131 74
18130 32439 127
18130 32925 190
18131 18132 74
18131 21386 195
18132 24835 191
18132 18133 75
18132 21387 195
18133 18134 75
18133 31606 116
18133 30907 107
18134 26156 60
18134 26155 123
18134 52984 90
18135 26036 130
18135 29913 86
18135 18136 114
18135 48753 142
18136 23693 86
18136 23694 111
18136 18137 181
18137 33312 110
18137 33099 87
18137 18138 200
18138 31496 109
18138 31495 87
18138 18139 83
18139 32168 58
18139 18140 101
18140 20074 112
18140 20073 89
18140 18141 240
18141 18142 235
18141 20853 77
18141 20852 84
18142 33295 79
18142 33100 79
18142 18143 231
18143 19975 79
18143 19976 79
18143 18144 148
18144 23320 79
18144 23321 79
18144 18145 204
18145 47734 48
18145 31079 84
18146 18147 40
18146 21854 39
18146 20247 183
18147 18148 41
18147 29730 45
18148 23288 22
18148 23287 129
18149 27087 59
18149 41709 89
18149 18158 12
18150 18933 42
18150 18151 170
18150 18934 49
18151 18152 172
18151 48083 31
18151 31856 81
18152 18153 158
18152 48079 34
18152 31858 74
18153 30092 34
18153 31859 57
18153 48080 188
18154 41587 35
18154 43565 237
18154 54701 232
18155 18156 66
18156 18157 153
18156 27085 73
18156 21846 74
18157 18158 160
18157 21845 74
18157 27086 72
18158 21844 74
18159 54701 155
18159 53343 124
18159 21850 78
18159 25746 159
18160 32854 30
18160 22803 37
18160 18161 46
18161 22803 50
18161 46482 168
18162 27061 46
18162 18163 170
18162 21842 100
18163 27062 79
18163 18164 230
18163 21841 77
18164 21840 78
18164 18165 194
18164 23982 79
18165 21838 79
18165 24883 79
18165 18166 149
18166 21837 79
18166 26557 79
18167 28545 95
18167 20250 87
18167 18168 113
18168 20252 74
18168 18169 74
18169 18170 75
18169 20253 76
18170 29731 96
18170 52234 21
18171 29732 32
18171 29763 130
18171 18172 81
18172 18173 13
18172 33070 139
18173 18174 67
18173 28141 236
18174 28142 226
18174 20256 63
18175 41615 24
18175 27098 506
18175 18176 41
18176 18177 90
18176 18733 97
18177 18178 419
18177 18733 29
18178 49877 8
18178 18686 123
18179 18180 94
18179 49877 155
18179 24590 129
18180 18181 86
18180 48258 102
18180 20245 227
18181 21854 39
18181 20246 218
18182 54162 74
18182 27421 165
18182 27422 222
18182 18183 79
18183 29709 246
18183 28148 182
18183 18184 77
18184 26587 289
18184 18185 76
18184 26586 216
18185 28149 241
18185 21851 54
18186 18187 93
18186 19689 88
18186 48254 284
18187 27090 155
18187 19690 79
18187 18188 114
18188 18189 125
18188 27090 79
18188 19691 79
18189 19692 79
18189 18190 215
18189 23205 80
18190 18720 40
18190 54336 86
18190 18191 53
18191 18195 149
18191 18194 25
18192 27096 81
18192 18193 237
18192 29542 55
18193 25045 105
18193 27097 78
18194 18195 102
18194 54336 51
18195 19695 78
18196 49174 217
18196 32213 194
18197 47678 75
18197 18198 141
18197 26634 67
18198 32356 71
18198 53075 93
